"ID","Region","Gender","Degree","Marital","Religion","Happy","Income","Politics","Marijuana","DeathPenalty","OwnGun","SpendMilitary","SpendEduc","SpendEnv","SpendSci","Pres04","Postlife"
615,"Pacific","Female","Bachelors","Married","Catholic","Very happy","75000-89999","Slightly liberal","NA","Oppose","Yes","About right","Too little","Too little","About right","Kerry","Yes"
616,"Pacific","Male","Left HS","Married","None","Very happy","150000+","Extremely conservative","Not legal","Favor","Yes","Too little","Too much","Too much","Too little","Bush","Yes"
617,"Pacific","Male","HS","Divorced","None","NA","NA","Liberal","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
618,"Pacific","Male","HS","Separated","Protestant","Pretty happy","50000-59999","Moderate","NA","NA","NA","Too much","Too little","Too little","Too much","NA","No"
619,"Pacific","Female","Graduate","Never Married","None","Not too happy","25000-29999","Extremely liberal","Legal","Oppose","No","NA","NA","NA","About right","Nader","Yes"
620,"Pacific","Male","HS","Divorced","None","Not too happy","NA","Extremely liberal","Legal","NA","No","NA","NA","NA","Too little","Kerry","Yes"
621,"Pacific","Male","HS","Divorced","Catholic","Pretty happy","15000-17499","Moderate","Legal","Oppose","No","NA","NA","NA","Too little","Nader","Yes"
622,"Pacific","Female","Bachelors","Never Married","None","Not too happy","17500-19999","Extremely liberal","Legal","Oppose","NA","NA","NA","NA","About right","Kerry","Yes"
623,"Pacific","Male","Bachelors","Never Married","None","Not too happy","30000-34999","Extremely liberal","Legal","Oppose","NA","NA","NA","NA","Too little","Kerry","No"
624,"Pacific","Male","HS","Never Married","None","Very happy","40000-49999","Extremely liberal","Legal","Oppose","No","Too much","Too little","Too little","About right","Kerry","No"
625,"Mid-Atl","Female","Graduate","Married","Catholic","Not too happy","60000-74999","Slightly liberal","NA","Favor","No","NA","NA","NA","Too little","Kerry","Yes"
626,"Mid-Atl","Female","Left HS","Never Married","None","NA","Refused","Moderate","NA","NA","NA","NA","NA","NA","NA","NA","NA"
627,"Mid-Atl","Female","Jr Col","Never Married","Christian","Not too happy","90000-109999","Liberal","NA","Oppose","No","About right","Too little","Too little","Too little","Kerry","Yes"
628,"Mid-Atl","Male","HS","Divorced","Protestant","Not too happy","40000-49999","Slightly liberal","NA","Favor","No","NA","NA","NA","Too little","NA","No"
629,"Mid-Atl","Male","HS","Never Married","None","Pretty happy","NA","Liberal","Legal","Favor","Yes","NA","NA","NA","About right","Kerry","Yes"
630,"Mid-Atl","Male","HS","Married","Christian","Very happy","12500-14999","Extremely liberal","Not legal","Favor","NA","Too much","Too little","Too little","Too much","Kerry","No"
631,"Mid-Atl","Female","Bachelors","Never Married","Christian","Pretty happy","Refused","Moderate","Not legal","NA","NA","Too much","Too little","Too little","Too little","Kerry","Yes"
632,"Mid-Atl","Female","HS","Married","Protestant","Very happy","30000-34999","Liberal","NA","Oppose","No","NA","NA","NA","Too little","Kerry","No"
633,"Mid-Atl","Female","HS","Never Married","Protestant","Not too happy","30000-34999","Moderate","NA","Favor","No","Too much","Too little","Too little","About right","Kerry","No"
634,"Mid-Atl","Male","Bachelors","Married","Protestant","Pretty happy","90000-109999","Moderate","NA","Favor","NA","Too much","Too little","Too little","NA","Kerry","NA"
635,"Mid-Atl","Female","Jr Col","Separated","Protestant","NA","NA","Liberal","NA","NA","NA","About right","Too little","Too little","Too little","NA","No"
636,"Mid-Atl","Male","Jr Col","Married","Protestant","Very happy","40000-49999","Slightly conservative","NA","Oppose","No","NA","NA","NA","About right","NA","Yes"
637,"Mid-Atl","Female","Graduate","Divorced","Protestant","Very happy","50000-59999","Moderate","Not legal","Favor","NA","NA","NA","NA","About right","Kerry","Yes"
638,"South Atlantic","Male","Left HS","Never Married","None","Pretty happy","75000-89999","Slightly liberal","Legal","Oppose","Yes","NA","NA","NA","Too little","Bush","No"
639,"South Atlantic","Female","HS","Widowed","Protestant","NA","25000-29999","Moderate","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
640,"South Atlantic","Female","HS","Never Married","None","Pretty happy","NA","Slightly liberal","Not legal","Favor","Yes","NA","NA","NA","About right","Bush","No"
641,"South Atlantic","Male","HS","Married","Catholic","Pretty happy","5000-5999","Slightly conservative","NA","Favor","No","Too much","Too little","Too little","About right","Kerry","No"
642,"South Atlantic","Female","HS","Separated","Protestant","NA","Refused","Moderate","NA","NA","NA","NA","NA","NA","NA","NA","NA"
643,"South Atlantic","Female","Bachelors","Never Married","Catholic","Very happy","NA","Slightly liberal","NA","Favor","No","NA","NA","NA","Too little","NA","Yes"
644,"Mid-Atl","Male","Bachelors","Divorced","Protestant","NA","NA","Moderate","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
645,"Mid-Atl","Male","Left HS","Married","Protestant","Very happy","NA","Moderate","NA","Favor","No","Too little","Too little","About right","Too little","Kerry","Yes"
646,"Mid-Atl","Female","HS","Married","Catholic","Very happy","NA","Conservative","Not legal","Favor","NA","About right","About right","Too little","Too little","Kerry","Yes"
647,"Mid-Atl","Female","HS","Married","Protestant","NA","Refused","Slightly liberal","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
648,"Mid-Atl","Female","Bachelors","Married","Catholic","NA","60000-74999","Moderate","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
649,"Mid-Atl","Female","Jr Col","Married","Protestant","Very happy","NA","Liberal","Not legal","Favor","NA","Too much","Too little","Too little","Too little","Kerry","NA"
650,"Mid-Atl","Female","HS","Separated","Protestant","Not too happy","10000-124999","Moderate","Not legal","Favor","No","NA","NA","NA","Too much","Kerry","Yes"
651,"Mid-Atl","Female","Left HS","Married","Protestant","Pretty happy","35000-39999","Moderate","Not legal","Oppose","NA","Too little","Too little","Too little","About right","Kerry","NA"
652,"Mid-Atl","Male","HS","Married","Protestant","Pretty happy","60000-74999","Moderate","NA","Favor","NA","NA","NA","NA","Too much","Kerry","No"
653,"Mid-Atl","Male","Left HS","Married","Catholic","NA","NA","Slightly conservative","NA","NA","NA","NA","NA","NA","NA","NA","NA"
654,"Mid-Atl","Male","HS","Married","None","Very happy","40000-49999","Moderate","Not legal","Oppose","NA","NA","NA","NA","About right","Kerry","Yes"
655,"Mid-Atl","Female","Graduate","Never Married","Catholic","NA","40000-49999","Slightly liberal","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
656,"Mid-Atl","Female","HS","Separated","Catholic","NA","15000-17499","Liberal","NA","NA","NA","NA","NA","NA","NA","NA","NA"
657,"Mid-Atl","Female","HS","Never Married","Protestant","Pretty happy","40000-49999","Extremely liberal","NA","Oppose","Yes","NA","NA","NA","About right","NA","NA"
658,"Mid-Atl","Female","Left HS","Never Married","None","Very happy","NA","Moderate","Legal","Oppose","No","NA","NA","NA","Too little","NA","Yes"
659,"Mid-Atl","Female","Jr Col","Married","Catholic","NA","17500-19999","Slightly liberal","NA","NA","NA","NA","NA","NA","NA","NA","NA"
660,"Mid-Atl","Male","Left HS","Never Married","Protestant","NA","15000-17499","Extremely conservative","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
661,"Mid-Atl","Female","Left HS","Never Married","Protestant","Pretty happy","under 1000","Moderate","Not legal","Oppose","NA","About right","Too little","Too little","Too little","NA","Yes"
662,"Mid-Atl","Male","HS","Never Married","None","Pretty happy","40000-49999","Moderate","Not legal","Favor","No","NA","NA","NA","About right","NA","No"
663,"Mid-Atl","Male","HS","Never Married","None","Pretty happy","10000-124999","Conservative","Legal","Oppose","No","Too much","Too little","Too little","Too much","NA","Yes"
664,"Mid-Atl","Female","HS","Married","Protestant","Not too happy","NA","Slightly conservative","Not legal","Favor","No","Too little","Too little","Too little","Too little","Bush","NA"
665,"Mid-Atl","Female","Bachelors","Never Married","Catholic","Pretty happy","40000-49999","Slightly conservative","Not legal","Oppose","NA","NA","NA","NA","About right","Kerry","Yes"
666,"Mid-Atl","Female","HS","Widowed","Catholic","Very happy","NA","Moderate","NA","NA","No","Too much","Too little","About right","Too little","Kerry","Yes"
667,"Mid-Atl","Female","Graduate","Divorced","Protestant","Pretty happy","60000-74999","Slightly liberal","Not legal","Oppose","NA","Too little","Too little","Too little","About right","Kerry","Yes"
668,"Mid-Atl","Female","Bachelors","Married","Catholic","Very happy","NA","Conservative","NA","Favor","Yes","Too little","About right","Too little","About right","Bush","Yes"
669,"Mid-Atl","Female","Left HS","Widowed","Catholic","Very happy","NA","Moderate","Not legal","NA","No","NA","NA","NA","Too much","Bush","Yes"
670,"Mid-Atl","Male","HS","Widowed","Catholic","Very happy","60000-74999","Slightly liberal","Not legal","Favor","NA","About right","Too little","Too little","About right","Bush","Yes"
671,"Mid-Atl","Female","HS","Married","Protestant","Very happy","40000-49999","Moderate","NA","Favor","No","NA","NA","NA","Too little","Kerry","Yes"
672,"Mid-Atl","Male","Jr Col","Never Married","Catholic","Very happy","17500-19999","Slightly liberal","NA","Oppose","Yes","Too little","Too little","Too little","About right","Kerry","Yes"
673,"Mid-Atl","Female","HS","Widowed","Protestant","NA","NA","Slightly conservative","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
674,"Mid-Atl","Female","HS","Married","Protestant","Very happy","NA","Moderate","Not legal","Favor","NA","Too little","Too little","Too little","NA","NA","NA"
675,"Mid-Atl","Female","HS","Widowed","Other","Pretty happy","7000-7999","Moderate","Legal","Oppose","NA","NA","NA","NA","Too little","NA","Yes"
676,"Mid-Atl","Male","Jr Col","Married","Protestant","NA","90000-109999","Moderate","NA","NA","NA","NA","NA","NA","NA","NA","NA"
677,"Mid-Atl","Female","HS","Married","Catholic","Pretty happy","30000-34999","Moderate","NA","Favor","NA","Too little","Too little","Too little","Too little","Kerry","Yes"
678,"Mid-Atl","Female","Bachelors","Married","None","Pretty happy","50000-59999","Liberal","NA","Favor","No","Too little","Too little","Too little","Too little","Kerry","NA"
679,"Mid-Atl","Female","Jr Col","Divorced","Catholic","Pretty happy","Refused","Slightly conservative","Not legal","Favor","No","Too much","About right","Too little","Too much","Bush","Yes"
680,"Mid-Atl","Male","Bachelors","Married","None","NA","90000-109999","Slightly conservative","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
681,"Mid-Atl","Female","HS","Divorced","None","NA","NA","Moderate","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
682,"Mid-Atl","Male","Graduate","Married","Protestant","NA","50000-59999","Slightly liberal","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
683,"Mid-Atl","Male","Bachelors","Married","Catholic","Very happy","150000+","Conservative","NA","Favor","No","NA","NA","NA","Too little","Bush","Yes"
684,"Mid-Atl","Female","HS","Married","Catholic","Very happy","NA","Moderate","Not legal","Favor","NA","NA","NA","NA","About right","Bush","Yes"
685,"Mid-Atl","Female","Left HS","Married","Catholic","Pretty happy","Refused","Moderate","Not legal","Favor","NA","Too much","Too little","Too little","NA","Bush","Yes"
686,"Mid-Atl","Female","Bachelors","Married","None","Pretty happy","Refused","Slightly conservative","NA","Oppose","No","About right","Too much","Too little","About right","NA","NA"
687,"Mid-Atl","Female","HS","Married","Catholic","NA","Refused","Moderate","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
688,"Mid-Atl","Male","Bachelors","Never Married","Buddhism","Pretty happy","17500-19999","Liberal","NA","Oppose","No","Too much","Too little","Too little","Too little","NA","NA"
689,"Mid-Atl","Female","HS","Married","Catholic","Not too happy","50000-59999","Slightly conservative","Not legal","Favor","NA","Too little","Too little","Too little","About right","Bush","Yes"
690,"Mid-Atl","Female","Jr Col","Never Married","Protestant","NA","35000-39999","Moderate","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
691,"Mid-Atl","Female","HS","Widowed","Catholic","Not too happy","NA","Moderate","NA","Favor","No","NA","NA","NA","About right","NA","Yes"
692,"Mid-Atl","Male","Bachelors","Married","Catholic","NA","NA","Slightly liberal","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
693,"Mid-Atl","Male","Bachelors","Married","Catholic","Very happy","40000-49999","Slightly conservative","Not legal","Favor","No","NA","NA","NA","About right","Bush","Yes"
694,"Mid-Atl","Female","Left HS","Never Married","None","Pretty happy","NA","Liberal","NA","Favor","No","NA","NA","NA","Too little","NA","Yes"
695,"Mid-Atl","Male","Bachelors","Married","Protestant","NA","Refused","Conservative","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
696,"Mid-Atl","Male","Graduate","Married","Catholic","NA","130000-149999","Conservative","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
697,"Mid-Atl","Male","Bachelors","Divorced","Catholic","NA","40000-49999","Moderate","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
698,"Mid-Atl","Male","Bachelors","Never Married","None","Very happy","15000-17499","Slightly liberal","NA","Oppose","No","NA","NA","NA","Too little","Kerry","Yes"
699,"Mid-Atl","Male","Bachelors","Married","None","NA","40000-49999","Slightly conservative","NA","NA","NA","NA","NA","NA","NA","NA","NA"
700,"Mid-Atl","Female","HS","Married","Catholic","NA","NA","Moderate","NA","NA","NA","NA","NA","NA","NA","NA","NA"
701,"Mid-Atl","Female","Bachelors","Widowed","Catholic","Pretty happy","NA","Conservative","Not legal","Favor","NA","NA","NA","NA","About right","Bush","Yes"
702,"Mid-Atl","Male","HS","Divorced","None","Pretty happy","15000-17499","Liberal","Legal","Favor","No","Too little","Too little","Too little","Too little","Kerry","Yes"
703,"Mid-Atl","Male","Left HS","Married","Protestant","Pretty happy","NA","Conservative","NA","Favor","No","Too much","Too much","About right","Too little","Bush","Yes"
704,"Mid-Atl","Male","Bachelors","Never Married","Jewish","Pretty happy","35000-39999","Moderate","Legal","Favor","No","Too much","Too little","Too little","About right","Bush","NA"
705,"Mid-Atl","Female","HS","Never Married","Protestant","Pretty happy","35000-39999","Liberal","NA","Favor","No","Too much","Too little","Too little","Too little","NA","Yes"
706,"Mid-Atl","Female","HS","Never Married","Catholic","Pretty happy","25000-29999","Conservative","NA","Favor","No","NA","NA","NA","NA","NA","NA"
707,"Mid-Atl","Female","Left HS","Married","Protestant","Very happy","NA","Moderate","Not legal","Oppose","No","NA","NA","NA","Too little","NA","Yes"
708,"Mid-Atl","Male","Left HS","Never Married","Moslem/Islam","Not too happy","NA","Slightly liberal","Legal","Oppose","No","About right","Too little","Too little","About right","NA","Yes"
709,"Mid-Atl","Female","HS","Never Married","None","Pretty happy","15000-17499","Moderate","Not legal","Favor","No","Too little","Too little","Too little","Too much","NA","NA"
710,"Mid-Atl","Female","HS","Married","Christian","Pretty happy","50000-59999","Slightly conservative","NA","Favor","No","NA","Too little","Too little","NA","Kerry","NA"
711,"Mid-Atl","Female","HS","Never Married","Protestant","Pretty happy","40000-49999","Liberal","Legal","Favor","Yes","NA","NA","NA","About right","Kerry","Yes"
712,"Mid-Atl","Male","Left HS","Never Married","Protestant","Pretty happy","NA","Slightly liberal","NA","Oppose","No","Too much","Too little","Too little","Too little","NA","Yes"
713,"Mid-Atl","Male","Left HS","Never Married","Catholic","NA","17500-19999","Moderate","NA","NA","NA","NA","NA","NA","NA","NA","NA"
714,"Mid-Atl","Male","HS","Married","Protestant","Very happy","Refused","Conservative","NA","NA","Refused","Too much","Too little","Too little","Too much","NA","NA"
715,"Mid-Atl","Female","Jr Col","Separated","Catholic","NA","50000-59999","Moderate","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
716,"Mid-Atl","Male","HS","Never Married","Christian","NA","40000-49999","Slightly conservative","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
717,"Mid-Atl","Female","Jr Col","Separated","Protestant","Not too happy","35000-39999","Extremely liberal","Legal","Oppose","NA","NA","NA","NA","Too much","Kerry","Yes"
718,"South Atlantic","Female","HS","Married","Protestant","Very happy","NA","Extremely conservative","NA","Favor","No","Too little","Too much","Too little","Too little","Bush","Yes"
719,"South Atlantic","Male","Bachelors","Divorced","Protestant","NA","50000-59999","Moderate","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
720,"South Atlantic","Female","Bachelors","Married","Catholic","NA","50000-59999","Liberal","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
721,"South Atlantic","Male","HS","Married","Protestant","Very happy","25000-29999","Moderate","NA","Favor","No","Too much","Too little","Too little","Too little","NA","Yes"
722,"South Atlantic","Male","Bachelors","Never Married","None","Pretty happy","150000+","Slightly liberal","Legal","Favor","NA","About right","Too little","Too little","Too little","Kerry","NA"
723,"South Atlantic","Male","Graduate","Never Married","Catholic","NA","40000-49999","Liberal","NA","NA","NA","NA","NA","NA","NA","NA","NA"
724,"South Atlantic","Female","HS","Widowed","Jewish","Pretty happy","NA","Slightly liberal","NA","Favor","No","NA","NA","NA","NA","Kerry","Yes"
725,"South Atlantic","Male","HS","Married","Catholic","NA","Refused","Moderate","NA","NA","NA","NA","NA","NA","NA","NA","NA"
726,"South Atlantic","Male","Left HS","Never Married","Catholic","NA","60000-74999","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
727,"South Atlantic","Male","Jr Col","Never Married","None","NA","NA","Moderate","NA","NA","NA","NA","NA","NA","NA","NA","NA"
728,"South Atlantic","Female","Jr Col","Never Married","Protestant","Not too happy","Refused","Moderate","Not legal","Favor","NA","NA","NA","NA","About right","NA","Yes"
729,"South Atlantic","Male","HS","Never Married","Catholic","Not too happy","NA","Slightly liberal","NA","NA","No","Too little","Too little","Too little","About right","NA","Yes"
730,"South Atlantic","Female","Jr Col","Never Married","None","NA","40000-49999","Liberal","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
731,"South Atlantic","Female","HS","Never Married","Christian","NA","50000-59999","Moderate","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
732,"South Atlantic","Male","Jr Col","Never Married","Protestant","Not too happy","25000-29999","Slightly liberal","Legal","Oppose","No","NA","NA","NA","Too much","Kerry","Yes"
733,"South Atlantic","Female","HS","Never Married","Christian","NA","15000-17499","Slightly liberal","NA","NA","NA","NA","NA","NA","NA","NA","NA"
734,"South Atlantic","Female","Graduate","Separated","Protestant","NA","Refused","Extremely liberal","NA","NA","NA","NA","NA","NA","NA","NA","NA"
735,"South Atlantic","Female","HS","Never Married","Christian","NA","Refused","NA","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
736,"South Atlantic","Female","HS","Never Married","Protestant","NA","NA","Slightly liberal","NA","NA","NA","NA","NA","NA","NA","NA","NA"
737,"South Atlantic","Male","Left HS","Married","None","Very happy","Refused","Moderate","Not legal","Favor","No","About right","Too little","About right","Too little","NA","No"
738,"South Atlantic","Male","HS","Never Married","Protestant","Not too happy","under 1000","Moderate","Not legal","Oppose","No","NA","NA","NA","Too much","NA","Yes"
739,"South Atlantic","Female","HS","Married","Catholic","Not too happy","20000-22499","Slightly liberal","Not legal","Favor","Yes","NA","NA","NA","Too little","NA","No"
740,"South Atlantic","Male","HS","Married","Protestant","Very happy","40000-49999","Slightly conservative","Legal","Favor","Yes","Too much","Too little","Too little","About right","Kerry","No"
741,"South Atlantic","Male","HS","Married","Christian","Not too happy","10000-124999","Moderate","NA","NA","No","NA","NA","NA","About right","NA","Yes"
742,"South Atlantic","Female","Left HS","Never Married","Protestant","Very happy","NA","Liberal","NA","Favor","No","NA","NA","NA","Too little","NA","NA"
743,"South Atlantic","Male","HS","Married","Catholic","Not too happy","15000-17499","NA","Not legal","NA","NA","Too much","Too little","Too little","NA","NA","NA"
744,"South Atlantic","Female","Left HS","Never Married","Protestant","Pretty happy","12500-14999","Slightly liberal","Legal","Favor","NA","NA","NA","NA","Too much","Kerry","Yes"
745,"South Atlantic","Female","HS","Married","Protestant","Not too happy","35000-39999","Moderate","Not legal","Favor","No","NA","NA","NA","About right","Kerry","Yes"
746,"South Atlantic","Female","Jr Col","Never Married","Protestant","Pretty happy","7000-7999","Liberal","NA","Favor","No","NA","NA","NA","Too much","Kerry","Yes"
747,"South Atlantic","Female","Left HS","Never Married","Protestant","Not too happy","NA","Moderate","Legal","Oppose","NA","NA","NA","NA","Too little","Kerry","No"
748,"South Atlantic","Male","Bachelors","Divorced","Catholic","NA","17500-19999","Slightly conservative","NA","NA","NA","NA","NA","NA","NA","NA","NA"
749,"South Atlantic","Female","Left HS","Divorced","Protestant","NA","17500-19999","Moderate","NA","NA","NA","NA","NA","NA","NA","NA","NA"
750,"South Atlantic","Female","Left HS","Married","Catholic","Not too happy","17500-19999","Moderate","NA","Favor","No","Too much","Too little","About right","Too little","NA","NA"
751,"South Atlantic","Male","HS","Married","Protestant","Very happy","Refused","Conservative","NA","NA","Refused","Too little","Too little","Too little","Too much","NA","Yes"
752,"South Atlantic","Male","HS","Married","Catholic","Not too happy","30000-34999","Extremely liberal","Not legal","Favor","Yes","Too much","Too little","Too little","About right","NA","Yes"
753,"South Atlantic","Female","Graduate","Divorced","Protestant","Not too happy","Refused","Moderate","Not legal","Oppose","No","Too much","Too little","Too little","About right","NA","Yes"
754,"South Atlantic","Female","Left HS","Separated","Protestant","NA","NA","Conservative","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
755,"South Atlantic","Male","HS","Never Married","Catholic","NA","12500-14999","Moderate","NA","NA","NA","NA","NA","NA","NA","NA","NA"
756,"South Atlantic","Male","HS","Married","Catholic","Very happy","NA","Slightly liberal","NA","Oppose","No","About right","Too little","Too much","Too much","Bush","NA"
757,"South Atlantic","Female","Left HS","Married","Protestant","Pretty happy","75000-89999","Moderate","NA","Favor","No","Too much","About right","About right","Too much","NA","No"
758,"South Atlantic","Female","Jr Col","Widowed","Protestant","Not too happy","12500-14999","Slightly conservative","Legal","Oppose","NA","Too much","Too little","About right","About right","Bush","Yes"
759,"South Atlantic","Female","Left HS","Married","Catholic","Not too happy","17500-19999","NA","Not legal","Oppose","NA","NA","Too little","NA","Too much","Bush","Yes"
760,"South Atlantic","Female","Jr Col","Married","None","Not too happy","75000-89999","Slightly liberal","Not legal","Favor","NA","NA","NA","NA","NA","Bush","Yes"
761,"South Atlantic","Female","Jr Col","Divorced","Catholic","Not too happy","22500-24999","Slightly liberal","Legal","Favor","No","Too much","Too little","Too little","Too much","NA","No"
762,"South Atlantic","Male","Left HS","Never Married","Catholic","NA","17500-19999","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
763,"South Atlantic","Female","Left HS","Married","Catholic","Pretty happy","NA","Liberal","NA","Favor","NA","NA","NA","NA","About right","NA","Yes"
764,"South Atlantic","Female","HS","Never Married","None","Not too happy","NA","Slightly liberal","Legal","Favor","NA","Too much","Too little","NA","About right","NA","Yes"
765,"South Atlantic","Female","HS","Never Married","Catholic","NA","15000-17499","Slightly liberal","NA","NA","NA","NA","NA","NA","NA","NA","NA"
766,"South Atlantic","Female","HS","Married","Catholic","Not too happy","Refused","Moderate","Not legal","NA","NA","About right","Too little","Too little","About right","Kerry","NA"
767,"South Atlantic","Female","Bachelors","Never Married","Catholic","Pretty happy","under 1000","Liberal","NA","Oppose","No","Too much","About right","Too little","About right","NA","No"
768,"South Atlantic","Female","Bachelors","Married","Catholic","Not too happy","25000-29999","Slightly conservative","Not legal","Favor","NA","About right","Too little","About right","About right","Bush","Yes"
769,"South Atlantic","Female","Left HS","Separated","Catholic","Not too happy","20000-22499","Moderate","NA","Oppose","No","NA","NA","NA","About right","NA","Yes"
770,"South Atlantic","Female","HS","Married","Catholic","NA","Refused","Moderate","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
771,"South Atlantic","Female","Left HS","Widowed","Catholic","Not too happy","NA","Liberal","Not legal","Favor","No","NA","NA","NA","Too little","NA","Yes"
772,"South Atlantic","Female","Jr Col","Married","Catholic","Pretty happy","20000-22499","Moderate","Not legal","Favor","No","NA","NA","NA","NA","NA","Yes"
773,"South Atlantic","Female","Bachelors","Married","Catholic","NA","NA","Conservative","NA","NA","NA","NA","NA","NA","NA","NA","NA"
774,"South Atlantic","Female","HS","Married","Catholic","Very happy","10000-124999","Moderate","NA","Favor","No","Too much","Too little","Too little","About right","NA","Yes"
775,"South Atlantic","Male","HS","Married","Protestant","NA","40000-49999","Moderate","NA","NA","NA","NA","NA","NA","NA","Didnt vote","NA"
776,"South Atlantic","Male","Graduate","Divorced","Jewish","NA","75000-89999","Liberal","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
777,"South Atlantic","Female","HS","Widowed","Jewish","Pretty happy","NA","Moderate","NA","Favor","No","NA","NA","NA","Too little","Kerry","NA"
778,"North Central","Male","Left HS","Never Married","Other","Pretty happy","Refused","Moderate","Not legal","Favor","NA","Too much","Too little","Too little","Too little","NA","Yes"
779,"North Central","Female","HS","Married","Protestant","NA","Refused","Moderate","NA","NA","NA","NA","NA","NA","NA","NA","NA"
780,"North Central","Female","HS","Widowed","Protestant","Pretty happy","NA","Slightly conservative","NA","Oppose","Yes","Too much","Too much","Too little","Too little","Kerry","NA"
781,"North Central","Female","Left HS","Separated","Catholic","Not too happy","NA","Moderate","NA","Favor","NA","About right","About right","Too little","Too much","NA","NA"
782,"North Central","Female","HS","Divorced","Protestant","NA","NA","Moderate","NA","NA","NA","NA","NA","NA","NA","NA","NA"
783,"North Central","Female","HS","Divorced","None","NA","Refused","Moderate","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
784,"North Central","Female","HS","Widowed","Protestant","NA","NA","Liberal","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
785,"North Central","Female","HS","Never Married","Protestant","Not too happy","NA","Conservative","Not legal","Oppose","No","Too little","Too little","Too little","Too little","Kerry","NA"
786,"North Central","Female","HS","Never Married","Protestant","Pretty happy","22500-24999","Moderate","Not legal","Oppose","No","NA","NA","NA","About right","Kerry","Yes"
787,"North Central","Female","HS","Divorced","Protestant","Pretty happy","10000-124999","Liberal","Not legal","Favor","NA","NA","NA","NA","Too little","Kerry","No"
788,"North Central","Male","Left HS","Never Married","None","Pretty happy","NA","NA","Not legal","Oppose","No","NA","NA","NA","About right","NA","Yes"
789,"North Central","Female","HS","Divorced","Protestant","Pretty happy","NA","Conservative","Not legal","Oppose","No","Too little","Too little","Too little","About right","Kerry","Yes"
790,"North Central","Female","HS","Never Married","Protestant","Pretty happy","5000-5999","Moderate","Legal","Favor","No","NA","NA","NA","Too much","Kerry","Yes"
791,"North Central","Male","HS","Never Married","Protestant","NA","60000-74999","NA","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
792,"North Central","Female","Bachelors","Widowed","Protestant","Not too happy","Refused","Moderate","NA","Oppose","No","Too little","Too little","Too little","Too little","NA","Yes"
793,"North Central","Female","Bachelors","Never Married","Protestant","Very happy","60000-74999","NA","NA","Oppose","No","NA","NA","NA","Too much","Kerry","Yes"
794,"North Central","Female","Graduate","Married","Protestant","Pretty happy","NA","Liberal","NA","Oppose","No","NA","NA","NA","Too little","Kerry","Yes"
795,"North Central","Female","Graduate","Widowed","Catholic","NA","NA","Moderate","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
796,"North Central","Female","Graduate","Divorced","Protestant","NA","150000+","Moderate","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
797,"North Central","Female","HS","Married","Protestant","NA","Refused","Moderate","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
798,"North Central","Female","Graduate","Divorced","Protestant","Very happy","NA","Moderate","NA","NA","No","NA","NA","NA","Too much","Kerry","Yes"
799,"North Central","Male","HS","Never Married","Protestant","NA","Refused","Extremely liberal","NA","NA","NA","NA","NA","NA","NA","NA","NA"
800,"North Central","Male","Jr Col","Never Married","None","NA","NA","Moderate","NA","NA","NA","NA","NA","NA","NA","Didnt vote","NA"
801,"North Central","Female","Graduate","Married","Protestant","Very happy","90000-109999","Moderate","Not legal","Oppose","No","NA","NA","NA","Too much","Kerry","Yes"
802,"North Central","Male","HS","Married","Protestant","NA","75000-89999","Liberal","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
803,"North Central","Female","Graduate","Married","Protestant","NA","110000-129999","Slightly liberal","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
