"ID","Carrier","FlightNo","Destination","DepartTime","Day","Month","FlightLength","Delay","Delayed30"
991,"AA",751,"DFW","Noon-4pm","Sun","May",245,-6,"No"
992,"AA",753,"DFW","Noon-4pm","Sun","May",240,-7,"No"
993,"AA",759,"DFW","Noon-4pm","Sun","May",245,-9,"No"
994,"AA",763,"DFW","4-8pm","Sun","May",250,-2,"No"
995,"AA",785,"DFW","4-8pm","Sun","May",240,-9,"No"
996,"AA",787,"DFW","4-8pm","Sun","May",240,-12,"No"
997,"AA",1423,"MIA","Noon-4pm","Sun","May",190,36,"Yes"
998,"AA",1551,"BNA","4-8pm","Sun","May",150,-5,"No"
999,"AA",1559,"MIA","4-8pm","Sun","May",195,41,"Yes"
1000,"AA",1685,"MIA","4-8am","Sun","May",175,4,"No"
1001,"AA",1709,"MIA","8-Mid","Sun","May",185,9,"No"
1002,"AA",1741,"BNA","Noon-4pm","Sun","May",150,-6,"No"
1003,"AA",1757,"STL","8-Noon","Sun","May",170,-8,"No"
1004,"AA",1855,"STL","8-Noon","Sun","May",165,-6,"No"
1005,"AA",2011,"MIA","4-8pm","Sun","May",185,-4,"No"
1006,"AA",2015,"MIA","8-Noon","Sun","May",190,-2,"No"
1007,"AA",2019,"STL","8-Mid","Sun","May",160,-16,"No"
1008,"AA",2093,"MIA","Noon-4pm","Sun","May",190,-8,"No"
1009,"AA",2223,"STL","4-8pm","Sun","May",175,12,"No"
1010,"AA",2255,"MIA","4-8am","Sun","May",175,102,"Yes"
1011,"AA",301,"ORD","4-8am","Mon","May",140,-5,"No"
1012,"AA",303,"ORD","4-8am","Mon","May",145,-4,"No"
1013,"AA",305,"ORD","4-8am","Mon","May",145,1,"No"
1014,"AA",309,"ORD","8-Noon","Mon","May",145,0,"No"
1015,"AA",313,"ORD","8-Noon","Mon","May",155,30,"No"
1016,"AA",319,"ORD","8-Noon","Mon","May",150,-2,"No"
1017,"AA",321,"ORD","8-Noon","Mon","May",155,-3,"No"
1018,"AA",327,"ORD","Noon-4pm","Mon","May",155,-8,"No"
1019,"AA",329,"ORD","Noon-4pm","Mon","May",150,-6,"No"
1020,"AA",333,"ORD","Noon-4pm","Mon","May",155,-6,"No"
1021,"AA",335,"ORD","Noon-4pm","Mon","May",160,-4,"No"
1022,"AA",337,"ORD","Noon-4pm","Mon","May",160,-5,"No"
1023,"AA",341,"ORD","4-8pm","Mon","May",160,-7,"No"
1024,"AA",345,"ORD","4-8pm","Mon","May",160,-7,"No"
1025,"AA",347,"ORD","4-8pm","Mon","May",155,75,"Yes"
1026,"AA",363,"ORD","4-8pm","Mon","May",155,0,"No"
1027,"AA",371,"ORD","8-Mid","Mon","May",155,-4,"No"
1028,"AA",413,"MIA","4-8am","Mon","May",185,-3,"No"
1029,"AA",599,"MIA","8-Noon","Mon","May",190,57,"Yes"
1030,"AA",611,"BNA","8-Noon","Mon","May",155,18,"No"
1031,"AA",701,"DFW","4-8am","Mon","May",225,-2,"No"
1032,"AA",707,"DFW","4-8am","Mon","May",230,-2,"No"
1033,"AA",709,"DFW","4-8am","Mon","May",235,-3,"No"
1034,"AA",713,"DFW","8-Noon","Mon","May",240,-2,"No"
1035,"AA",721,"DFW","8-Noon","Mon","May",245,-6,"No"
1036,"AA",731,"DFW","8-Noon","Mon","May",240,-4,"No"
1037,"AA",739,"DFW","8-Noon","Mon","May",240,28,"No"
1038,"AA",743,"DFW","Noon-4pm","Mon","May",235,-5,"No"
1039,"AA",745,"DFW","Noon-4pm","Mon","May",240,-3,"No"
1040,"AA",751,"DFW","Noon-4pm","Mon","May",245,-5,"No"
1041,"AA",753,"DFW","Noon-4pm","Mon","May",240,-4,"No"
1042,"AA",759,"DFW","Noon-4pm","Mon","May",245,-7,"No"
1043,"AA",763,"DFW","4-8pm","Mon","May",250,-2,"No"
1044,"AA",785,"DFW","4-8pm","Mon","May",240,40,"Yes"
1045,"AA",787,"DFW","4-8pm","Mon","May",240,-3,"No"
1046,"AA",791,"DFW","8-Mid","Mon","May",235,-12,"No"
1047,"AA",1423,"MIA","Noon-4pm","Mon","May",190,9,"No"
1048,"AA",1551,"BNA","4-8pm","Mon","May",150,-15,"No"
1049,"AA",1559,"MIA","4-8pm","Mon","May",195,-1,"No"
1050,"AA",1685,"MIA","4-8am","Mon","May",175,-7,"No"
1051,"AA",1709,"MIA","8-Mid","Mon","May",185,22,"No"
1052,"AA",1741,"BNA","Noon-4pm","Mon","May",150,-12,"No"
1053,"AA",1757,"STL","8-Noon","Mon","May",170,-7,"No"
1054,"AA",1855,"STL","8-Noon","Mon","May",165,-2,"No"
1055,"AA",2011,"MIA","4-8pm","Mon","May",185,126,"Yes"
1056,"AA",2015,"MIA","8-Noon","Mon","May",190,39,"Yes"
1057,"AA",2019,"STL","8-Mid","Mon","May",160,-9,"No"
1058,"AA",2093,"MIA","Noon-4pm","Mon","May",190,139,"Yes"
1059,"AA",2223,"STL","4-8pm","Mon","May",175,-3,"No"
1060,"AA",2255,"MIA","4-8am","Mon","May",175,-8,"No"
1061,"AA",301,"ORD","4-8am","Tue","May",140,-5,"No"
1062,"AA",303,"ORD","4-8am","Tue","May",145,-2,"No"
1063,"AA",305,"ORD","4-8am","Tue","May",145,-6,"No"
1064,"AA",309,"ORD","8-Noon","Tue","May",145,-7,"No"
1065,"AA",313,"ORD","8-Noon","Tue","May",155,-10,"No"
1066,"AA",319,"ORD","8-Noon","Tue","May",150,-3,"No"
1067,"AA",321,"ORD","8-Noon","Tue","May",155,-5,"No"
1068,"AA",327,"ORD","Noon-4pm","Tue","May",155,-6,"No"
1069,"AA",329,"ORD","Noon-4pm","Tue","May",150,-7,"No"
1070,"AA",333,"ORD","Noon-4pm","Tue","May",155,-3,"No"
1071,"AA",335,"ORD","Noon-4pm","Tue","May",160,-7,"No"
1072,"AA",337,"ORD","Noon-4pm","Tue","May",160,-9,"No"
1073,"AA",341,"ORD","4-8pm","Tue","May",160,-10,"No"
1074,"AA",345,"ORD","4-8pm","Tue","May",160,-9,"No"
1075,"AA",347,"ORD","4-8pm","Tue","May",155,-5,"No"
1076,"AA",363,"ORD","4-8pm","Tue","May",155,-9,"No"
1077,"AA",371,"ORD","8-Mid","Tue","May",155,-8,"No"
1078,"AA",413,"MIA","4-8am","Tue","May",185,-9,"No"
1079,"AA",599,"MIA","8-Noon","Tue","May",190,-9,"No"
1080,"AA",611,"BNA","8-Noon","Tue","May",155,-4,"No"
1081,"AA",701,"DFW","4-8am","Tue","May",225,-10,"No"
1082,"AA",707,"DFW","4-8am","Tue","May",230,-4,"No"
1083,"AA",709,"DFW","4-8am","Tue","May",235,14,"No"
1084,"AA",713,"DFW","8-Noon","Tue","May",240,-4,"No"
1085,"AA",721,"DFW","8-Noon","Tue","May",245,-1,"No"
1086,"AA",731,"DFW","8-Noon","Tue","May",240,-9,"No"
1087,"AA",739,"DFW","8-Noon","Tue","May",240,-4,"No"
1088,"AA",743,"DFW","Noon-4pm","Tue","May",235,0,"No"
1089,"AA",745,"DFW","Noon-4pm","Tue","May",240,-10,"No"
1090,"AA",751,"DFW","Noon-4pm","Tue","May",245,-5,"No"
1091,"AA",753,"DFW","Noon-4pm","Tue","May",240,0,"No"
1092,"AA",759,"DFW","Noon-4pm","Tue","May",245,0,"No"
1093,"AA",763,"DFW","4-8pm","Tue","May",250,2,"No"
1094,"AA",785,"DFW","4-8pm","Tue","May",240,-4,"No"
1095,"AA",787,"DFW","4-8pm","Tue","May",240,-8,"No"
1096,"AA",791,"DFW","8-Mid","Tue","May",235,-6,"No"
1097,"AA",1423,"MIA","Noon-4pm","Tue","May",190,-1,"No"
1098,"AA",1551,"BNA","4-8pm","Tue","May",150,11,"No"
1099,"AA",1559,"MIA","4-8pm","Tue","May",195,-6,"No"
1100,"AA",1685,"MIA","4-8am","Tue","May",175,0,"No"
1101,"AA",1709,"MIA","8-Mid","Tue","May",185,-19,"No"
1102,"AA",1741,"BNA","Noon-4pm","Tue","May",150,-5,"No"
1103,"AA",1757,"STL","8-Noon","Tue","May",170,-10,"No"
1104,"AA",1855,"STL","8-Noon","Tue","May",165,-5,"No"
1105,"AA",2011,"MIA","4-8pm","Tue","May",185,5,"No"
1106,"AA",2015,"MIA","8-Noon","Tue","May",190,-5,"No"
1107,"AA",2019,"STL","8-Mid","Tue","May",160,-4,"No"
1108,"AA",2093,"MIA","Noon-4pm","Tue","May",190,-4,"No"
1109,"AA",2223,"STL","4-8pm","Tue","May",175,-4,"No"
1110,"AA",2255,"MIA","4-8am","Tue","May",175,-5,"No"
1111,"AA",301,"ORD","4-8am","Wed","May",140,-8,"No"
1112,"AA",303,"ORD","4-8am","Wed","May",145,-5,"No"
1113,"AA",305,"ORD","4-8am","Wed","May",145,1,"No"
1114,"AA",309,"ORD","8-Noon","Wed","May",145,-7,"No"
1115,"AA",313,"ORD","8-Noon","Wed","May",155,-8,"No"
1116,"AA",319,"ORD","8-Noon","Wed","May",150,16,"No"
1117,"AA",321,"ORD","8-Noon","Wed","May",155,-5,"No"
1118,"AA",327,"ORD","Noon-4pm","Wed","May",155,13,"No"
1119,"AA",329,"ORD","Noon-4pm","Wed","May",150,53,"Yes"
1120,"AA",333,"ORD","Noon-4pm","Wed","May",155,58,"Yes"
1121,"AA",335,"ORD","Noon-4pm","Wed","May",160,0,"No"
1122,"AA",337,"ORD","Noon-4pm","Wed","May",160,47,"Yes"
1123,"AA",341,"ORD","4-8pm","Wed","May",160,96,"Yes"
1124,"AA",345,"ORD","4-8pm","Wed","May",160,0,"No"
1125,"AA",347,"ORD","4-8pm","Wed","May",155,32,"Yes"
1126,"AA",363,"ORD","4-8pm","Wed","May",155,19,"No"
1127,"AA",371,"ORD","8-Mid","Wed","May",155,-5,"No"
1128,"AA",413,"MIA","4-8am","Wed","May",185,-7,"No"
1129,"AA",599,"MIA","8-Noon","Wed","May",190,-4,"No"
1130,"AA",611,"BNA","8-Noon","Wed","May",155,-7,"No"
1131,"AA",701,"DFW","4-8am","Wed","May",225,-7,"No"
1132,"AA",707,"DFW","4-8am","Wed","May",230,-4,"No"
1133,"AA",709,"DFW","4-8am","Wed","May",235,0,"No"
1134,"AA",713,"DFW","8-Noon","Wed","May",240,-3,"No"
1135,"AA",721,"DFW","8-Noon","Wed","May",245,-7,"No"
1136,"AA",731,"DFW","8-Noon","Wed","May",240,-2,"No"
1137,"AA",739,"DFW","8-Noon","Wed","May",240,-2,"No"
1138,"AA",743,"DFW","Noon-4pm","Wed","May",235,-5,"No"
1139,"AA",745,"DFW","Noon-4pm","Wed","May",240,-9,"No"
1140,"AA",751,"DFW","Noon-4pm","Wed","May",245,-7,"No"
1141,"AA",753,"DFW","Noon-4pm","Wed","May",240,-10,"No"
1142,"AA",759,"DFW","Noon-4pm","Wed","May",245,-4,"No"
1143,"AA",763,"DFW","4-8pm","Wed","May",250,-2,"No"
1144,"AA",785,"DFW","4-8pm","Wed","May",240,-3,"No"
1145,"AA",787,"DFW","4-8pm","Wed","May",240,-11,"No"
1146,"AA",791,"DFW","8-Mid","Wed","May",235,-17,"No"
1147,"AA",1423,"MIA","Noon-4pm","Wed","May",190,-1,"No"
1148,"AA",1551,"BNA","4-8pm","Wed","May",150,17,"No"
1149,"AA",1559,"MIA","4-8pm","Wed","May",195,153,"Yes"
1150,"AA",1685,"MIA","4-8am","Wed","May",175,0,"No"
1151,"AA",1709,"MIA","8-Mid","Wed","May",185,-9,"No"
1152,"AA",1741,"BNA","Noon-4pm","Wed","May",150,-5,"No"
1153,"AA",1757,"STL","8-Noon","Wed","May",170,-10,"No"
1154,"AA",1855,"STL","8-Noon","Wed","May",165,-5,"No"
1155,"AA",2011,"MIA","4-8pm","Wed","May",185,0,"No"
1156,"AA",2015,"MIA","8-Noon","Wed","May",190,-8,"No"
1157,"AA",2019,"STL","8-Mid","Wed","May",160,0,"No"
1158,"AA",2093,"MIA","Noon-4pm","Wed","May",190,-6,"No"
1159,"AA",2223,"STL","4-8pm","Wed","May",175,-2,"No"
1160,"AA",2255,"MIA","4-8am","Wed","May",175,-6,"No"
1161,"AA",301,"ORD","4-8am","Thu","May",140,-5,"No"
1162,"AA",303,"ORD","4-8am","Thu","May",145,0,"No"
1163,"AA",305,"ORD","4-8am","Thu","May",145,-1,"No"
1164,"AA",309,"ORD","8-Noon","Thu","May",145,0,"No"
1165,"AA",313,"ORD","8-Noon","Thu","May",155,-2,"No"
1166,"AA",319,"ORD","8-Noon","Thu","May",150,-7,"No"
1167,"AA",321,"ORD","8-Noon","Thu","May",155,-1,"No"
1168,"AA",327,"ORD","Noon-4pm","Thu","May",155,125,"Yes"
1169,"AA",329,"ORD","Noon-4pm","Thu","May",150,17,"No"
1170,"AA",333,"ORD","Noon-4pm","Thu","May",155,-2,"No"
1171,"AA",335,"ORD","Noon-4pm","Thu","May",160,24,"No"
1172,"AA",337,"ORD","Noon-4pm","Thu","May",160,10,"No"
1173,"AA",341,"ORD","4-8pm","Thu","May",160,-2,"No"
1174,"AA",345,"ORD","4-8pm","Thu","May",160,82,"Yes"
1175,"AA",347,"ORD","4-8pm","Thu","May",155,125,"Yes"
1176,"AA",363,"ORD","4-8pm","Thu","May",155,112,"Yes"
1177,"AA",371,"ORD","8-Mid","Thu","May",155,94,"Yes"
1178,"AA",413,"MIA","4-8am","Thu","May",185,-6,"No"
1179,"AA",599,"MIA","8-Noon","Thu","May",190,-10,"No"
1180,"AA",611,"BNA","8-Noon","Thu","May",155,-6,"No"
1181,"AA",701,"DFW","4-8am","Thu","May",225,-4,"No"
1182,"AA",707,"DFW","4-8am","Thu","May",230,-3,"No"
1183,"AA",709,"DFW","4-8am","Thu","May",235,-5,"No"
1184,"AA",713,"DFW","8-Noon","Thu","May",240,-6,"No"
1185,"AA",721,"DFW","8-Noon","Thu","May",245,21,"No"
1186,"AA",731,"DFW","8-Noon","Thu","May",240,104,"Yes"
1187,"AA",739,"DFW","8-Noon","Thu","May",240,77,"Yes"
1188,"AA",743,"DFW","Noon-4pm","Thu","May",235,61,"Yes"
1189,"AA",745,"DFW","Noon-4pm","Thu","May",240,0,"No"
1190,"AA",751,"DFW","Noon-4pm","Thu","May",245,0,"No"
1191,"AA",753,"DFW","Noon-4pm","Thu","May",240,31,"Yes"
1192,"AA",759,"DFW","Noon-4pm","Thu","May",245,27,"No"
1193,"AA",763,"DFW","4-8pm","Thu","May",250,37,"Yes"
1194,"AA",785,"DFW","4-8pm","Thu","May",240,0,"No"
1195,"AA",787,"DFW","4-8pm","Thu","May",240,-12,"No"
1196,"AA",791,"DFW","8-Mid","Thu","May",235,74,"Yes"
1197,"AA",1423,"MIA","Noon-4pm","Thu","May",190,51,"Yes"
1198,"AA",1551,"BNA","4-8pm","Thu","May",150,46,"Yes"
1199,"AA",1559,"MIA","4-8pm","Thu","May",195,27,"No"
1200,"AA",1685,"MIA","4-8am","Thu","May",175,14,"No"
1201,"AA",1709,"MIA","8-Mid","Thu","May",185,57,"Yes"
1202,"AA",1741,"BNA","Noon-4pm","Thu","May",150,-8,"No"
1203,"AA",1757,"STL","8-Noon","Thu","May",170,-1,"No"
1204,"AA",1855,"STL","8-Noon","Thu","May",165,-2,"No"
1205,"AA",2011,"MIA","4-8pm","Thu","May",185,85,"Yes"
1206,"AA",2015,"MIA","8-Noon","Thu","May",190,-6,"No"
1207,"AA",2019,"STL","8-Mid","Thu","May",160,235,"Yes"
1208,"AA",2093,"MIA","Noon-4pm","Thu","May",190,-4,"No"
1209,"AA",2223,"STL","4-8pm","Thu","May",175,13,"No"
1210,"AA",2255,"MIA","4-8am","Thu","May",175,-2,"No"
1211,"AA",301,"ORD","4-8am","Fri","May",140,-2,"No"
1212,"AA",303,"ORD","4-8am","Fri","May",145,-1,"No"
1213,"AA",305,"ORD","4-8am","Fri","May",145,-2,"No"
1214,"AA",309,"ORD","8-Noon","Fri","May",145,-5,"No"
1215,"AA",313,"ORD","8-Noon","Fri","May",155,-2,"No"
1216,"AA",319,"ORD","8-Noon","Fri","May",150,43,"Yes"
1217,"AA",321,"ORD","8-Noon","Fri","May",155,28,"No"
1218,"AA",327,"ORD","Noon-4pm","Fri","May",155,75,"Yes"
1219,"AA",329,"ORD","Noon-4pm","Fri","May",150,52,"Yes"
1220,"AA",333,"ORD","Noon-4pm","Fri","May",155,73,"Yes"
1221,"AA",335,"ORD","Noon-4pm","Fri","May",160,77,"Yes"
1222,"AA",337,"ORD","Noon-4pm","Fri","May",160,67,"Yes"
1223,"AA",341,"ORD","4-8pm","Fri","May",160,78,"Yes"
1224,"AA",345,"ORD","4-8pm","Fri","May",160,0,"No"
1225,"AA",347,"ORD","4-8pm","Fri","May",155,124,"Yes"
1226,"AA",363,"ORD","4-8pm","Fri","May",155,0,"No"
1227,"AA",371,"ORD","8-Mid","Fri","May",155,20,"No"
1228,"AA",413,"MIA","4-8am","Fri","May",185,-5,"No"
1229,"AA",599,"MIA","8-Noon","Fri","May",190,22,"No"
1230,"AA",611,"BNA","8-Noon","Fri","May",155,-5,"No"
1231,"AA",701,"DFW","4-8am","Fri","May",225,18,"No"
1232,"AA",707,"DFW","4-8am","Fri","May",230,-4,"No"
1233,"AA",709,"DFW","4-8am","Fri","May",235,-7,"No"
1234,"AA",713,"DFW","8-Noon","Fri","May",240,-4,"No"
1235,"AA",721,"DFW","8-Noon","Fri","May",245,24,"No"
1236,"AA",731,"DFW","8-Noon","Fri","May",240,13,"No"
1237,"AA",739,"DFW","8-Noon","Fri","May",240,-1,"No"
1238,"AA",743,"DFW","Noon-4pm","Fri","May",235,-1,"No"
1239,"AA",745,"DFW","Noon-4pm","Fri","May",240,9,"No"
1240,"AA",751,"DFW","Noon-4pm","Fri","May",245,-2,"No"
1241,"AA",753,"DFW","Noon-4pm","Fri","May",240,69,"Yes"
1242,"AA",759,"DFW","Noon-4pm","Fri","May",245,51,"Yes"
1243,"AA",763,"DFW","4-8pm","Fri","May",250,-1,"No"
1244,"AA",785,"DFW","4-8pm","Fri","May",240,4,"No"
1245,"AA",787,"DFW","4-8pm","Fri","May",240,26,"No"
1246,"AA",791,"DFW","8-Mid","Fri","May",235,29,"No"
1247,"AA",1423,"MIA","Noon-4pm","Fri","May",190,-4,"No"
1248,"AA",1551,"BNA","4-8pm","Fri","May",150,53,"Yes"
1249,"AA",1559,"MIA","4-8pm","Fri","May",195,92,"Yes"
1250,"AA",1685,"MIA","4-8am","Fri","May",175,-2,"No"
1251,"AA",1709,"MIA","8-Mid","Fri","May",185,58,"Yes"
1252,"AA",1741,"BNA","Noon-4pm","Fri","May",150,33,"Yes"
1253,"AA",1757,"STL","8-Noon","Fri","May",170,60,"Yes"
1254,"AA",1855,"STL","8-Noon","Fri","May",165,-6,"No"
1255,"AA",2011,"MIA","4-8pm","Fri","May",185,42,"Yes"
1256,"AA",2015,"MIA","8-Noon","Fri","May",190,-8,"No"
1257,"AA",2019,"STL","8-Mid","Fri","May",160,17,"No"
1258,"AA",2093,"MIA","Noon-4pm","Fri","May",190,6,"No"
1259,"AA",2223,"STL","4-8pm","Fri","May",175,-3,"No"
1260,"AA",2255,"MIA","4-8am","Fri","May",175,-3,"No"
1261,"AA",301,"ORD","4-8am","Sat","May",140,-4,"No"
1262,"AA",303,"ORD","4-8am","Sat","May",145,-5,"No"
1263,"AA",305,"ORD","4-8am","Sat","May",145,-7,"No"
1264,"AA",309,"ORD","8-Noon","Sat","May",145,64,"Yes"
1265,"AA",313,"ORD","8-Noon","Sat","May",155,-2,"No"
1266,"AA",319,"ORD","8-Noon","Sat","May",150,-5,"No"
1267,"AA",327,"ORD","Noon-4pm","Sat","May",155,-7,"No"
1268,"AA",333,"ORD","Noon-4pm","Sat","May",155,-3,"No"
1269,"AA",335,"ORD","Noon-4pm","Sat","May",160,-6,"No"
1270,"AA",345,"ORD","4-8pm","Sat","May",160,-5,"No"
1271,"AA",363,"ORD","4-8pm","Sat","May",155,44,"Yes"
1272,"AA",413,"MIA","4-8am","Sat","May",185,-3,"No"
1273,"AA",599,"MIA","8-Noon","Sat","May",190,-5,"No"
1274,"AA",611,"BNA","8-Noon","Sat","May",155,-7,"No"
1275,"AA",707,"DFW","4-8am","Sat","May",230,-5,"No"
1276,"AA",709,"DFW","4-8am","Sat","May",235,14,"No"
1277,"AA",713,"DFW","8-Noon","Sat","May",240,43,"Yes"
1278,"AA",721,"DFW","8-Noon","Sat","May",245,-1,"No"
1279,"AA",731,"DFW","8-Noon","Sat","May",240,1,"No"
1280,"AA",743,"DFW","Noon-4pm","Sat","May",235,2,"No"
1281,"AA",745,"DFW","Noon-4pm","Sat","May",240,35,"Yes"
1282,"AA",751,"DFW","Noon-4pm","Sat","May",245,-2,"No"
1283,"AA",759,"DFW","Noon-4pm","Sat","May",245,-5,"No"
1284,"AA",763,"DFW","4-8pm","Sat","May",250,-6,"No"
1285,"AA",785,"DFW","4-8pm","Sat","May",240,-5,"No"
1286,"AA",787,"DFW","4-8pm","Sat","May",240,-7,"No"
1287,"AA",1423,"MIA","Noon-4pm","Sat","May",190,106,"Yes"
1288,"AA",1559,"MIA","4-8pm","Sat","May",195,-7,"No"
1289,"AA",1685,"MIA","4-8am","Sat","May",175,-1,"No"
1290,"AA",1709,"MIA","8-Mid","Sat","May",185,-10,"No"
1291,"AA",1741,"BNA","Noon-4pm","Sat","May",150,-4,"No"
1292,"AA",1757,"STL","8-Noon","Sat","May",170,-5,"No"
1293,"AA",2011,"MIA","4-8pm","Sat","May",185,-8,"No"
1294,"AA",2015,"MIA","8-Noon","Sat","May",190,80,"Yes"
1295,"AA",2093,"MIA","Noon-4pm","Sat","May",190,2,"No"
1296,"AA",2223,"STL","4-8pm","Sat","May",175,6,"No"
1297,"AA",2255,"MIA","4-8am","Sat","May",175,-1,"No"
1298,"AA",301,"ORD","4-8am","Sun","May",140,-9,"No"
1299,"AA",305,"ORD","4-8am","Sun","May",145,-4,"No"
1300,"AA",309,"ORD","8-Noon","Sun","May",145,-2,"No"
1301,"AA",313,"ORD","8-Noon","Sun","May",155,-4,"No"
1302,"AA",319,"ORD","8-Noon","Sun","May",150,-3,"No"
1303,"AA",321,"ORD","8-Noon","Sun","May",155,-3,"No"
1304,"AA",327,"ORD","Noon-4pm","Sun","May",155,-2,"No"
1305,"AA",329,"ORD","Noon-4pm","Sun","May",150,-2,"No"
1306,"AA",333,"ORD","Noon-4pm","Sun","May",155,-3,"No"
1307,"AA",335,"ORD","Noon-4pm","Sun","May",160,-3,"No"
1308,"AA",337,"ORD","Noon-4pm","Sun","May",160,-6,"No"
1309,"AA",341,"ORD","4-8pm","Sun","May",160,-7,"No"
1310,"AA",345,"ORD","4-8pm","Sun","May",160,-1,"No"
1311,"AA",347,"ORD","4-8pm","Sun","May",155,-3,"No"
1312,"AA",363,"ORD","4-8pm","Sun","May",155,-15,"No"
1313,"AA",371,"ORD","8-Mid","Sun","May",155,-7,"No"
1314,"AA",413,"MIA","4-8am","Sun","May",185,-2,"No"
1315,"AA",599,"MIA","8-Noon","Sun","May",190,-6,"No"
1316,"AA",611,"BNA","8-Noon","Sun","May",155,-9,"No"
1317,"AA",707,"DFW","4-8am","Sun","May",230,-5,"No"
1318,"AA",709,"DFW","4-8am","Sun","May",235,-6,"No"
1319,"AA",713,"DFW","8-Noon","Sun","May",240,-2,"No"
1320,"AA",721,"DFW","8-Noon","Sun","May",245,-6,"No"
1321,"AA",731,"DFW","8-Noon","Sun","May",240,-4,"No"
1322,"AA",743,"DFW","Noon-4pm","Sun","May",235,6,"No"
1323,"AA",745,"DFW","Noon-4pm","Sun","May",240,-5,"No"
1324,"AA",751,"DFW","Noon-4pm","Sun","May",245,-4,"No"
1325,"AA",753,"DFW","Noon-4pm","Sun","May",240,-7,"No"
1326,"AA",759,"DFW","Noon-4pm","Sun","May",245,52,"Yes"
1327,"AA",763,"DFW","4-8pm","Sun","May",250,-6,"No"
1328,"AA",785,"DFW","4-8pm","Sun","May",240,-6,"No"
1329,"AA",787,"DFW","4-8pm","Sun","May",240,-8,"No"
1330,"AA",1423,"MIA","Noon-4pm","Sun","May",190,-3,"No"
1331,"AA",1551,"BNA","4-8pm","Sun","May",150,-9,"No"
1332,"AA",1559,"MIA","4-8pm","Sun","May",195,19,"No"
1333,"AA",1685,"MIA","4-8am","Sun","May",175,-5,"No"
1334,"AA",1709,"MIA","8-Mid","Sun","May",185,693,"Yes"
1335,"AA",1741,"BNA","Noon-4pm","Sun","May",150,-11,"No"
1336,"AA",1757,"STL","8-Noon","Sun","May",170,-9,"No"
1337,"AA",1855,"STL","8-Noon","Sun","May",165,-10,"No"
1338,"AA",2011,"MIA","4-8pm","Sun","May",185,-5,"No"
1339,"AA",2015,"MIA","8-Noon","Sun","May",190,28,"No"
1340,"AA",2019,"STL","8-Mid","Sun","May",160,-6,"No"
1341,"AA",2093,"MIA","Noon-4pm","Sun","May",190,346,"Yes"
1342,"AA",2223,"STL","4-8pm","Sun","May",175,-8,"No"
1343,"AA",2255,"MIA","4-8am","Sun","May",175,-3,"No"
1344,"AA",301,"ORD","4-8am","Mon","May",140,-3,"No"
1345,"AA",303,"ORD","4-8am","Mon","May",145,-1,"No"
1346,"AA",305,"ORD","4-8am","Mon","May",145,-1,"No"
1347,"AA",309,"ORD","8-Noon","Mon","May",145,-6,"No"
1348,"AA",313,"ORD","8-Noon","Mon","May",155,-7,"No"
1349,"AA",319,"ORD","8-Noon","Mon","May",150,-6,"No"
1350,"AA",321,"ORD","8-Noon","Mon","May",155,-5,"No"
1351,"AA",327,"ORD","Noon-4pm","Mon","May",155,-5,"No"
1352,"AA",329,"ORD","Noon-4pm","Mon","May",150,-7,"No"
1353,"AA",333,"ORD","Noon-4pm","Mon","May",155,-8,"No"
1354,"AA",335,"ORD","Noon-4pm","Mon","May",160,-7,"No"
1355,"AA",337,"ORD","Noon-4pm","Mon","May",160,-5,"No"
1356,"AA",341,"ORD","4-8pm","Mon","May",160,-9,"No"
1357,"AA",345,"ORD","4-8pm","Mon","May",160,-7,"No"
1358,"AA",347,"ORD","4-8pm","Mon","May",155,0,"No"
1359,"AA",363,"ORD","4-8pm","Mon","May",155,-2,"No"
1360,"AA",371,"ORD","8-Mid","Mon","May",155,-9,"No"
1361,"AA",413,"MIA","4-8am","Mon","May",185,-4,"No"
1362,"AA",599,"MIA","8-Noon","Mon","May",190,-5,"No"
1363,"AA",611,"BNA","8-Noon","Mon","May",155,-9,"No"
1364,"AA",701,"DFW","4-8am","Mon","May",225,-6,"No"
1365,"AA",707,"DFW","4-8am","Mon","May",230,2,"No"
1366,"AA",709,"DFW","4-8am","Mon","May",235,-6,"No"
1367,"AA",713,"DFW","8-Noon","Mon","May",240,-7,"No"
1368,"AA",721,"DFW","8-Noon","Mon","May",245,-2,"No"
1369,"AA",731,"DFW","8-Noon","Mon","May",240,-7,"No"
1370,"AA",739,"DFW","8-Noon","Mon","May",240,-6,"No"
1371,"AA",743,"DFW","Noon-4pm","Mon","May",235,-6,"No"
1372,"AA",745,"DFW","Noon-4pm","Mon","May",240,-3,"No"
1373,"AA",751,"DFW","Noon-4pm","Mon","May",245,-7,"No"
1374,"AA",753,"DFW","Noon-4pm","Mon","May",240,-10,"No"
1375,"AA",759,"DFW","Noon-4pm","Mon","May",245,-1,"No"
1376,"AA",763,"DFW","4-8pm","Mon","May",250,-5,"No"
1377,"AA",785,"DFW","4-8pm","Mon","May",240,-4,"No"
1378,"AA",787,"DFW","4-8pm","Mon","May",240,-12,"No"
1379,"AA",791,"DFW","8-Mid","Mon","May",235,-12,"No"
1380,"AA",1423,"MIA","Noon-4pm","Mon","May",190,2,"No"
1381,"AA",1551,"BNA","4-8pm","Mon","May",150,-9,"No"
1382,"AA",1559,"MIA","4-8pm","Mon","May",195,0,"No"
